area;ciudad;conglomerado;panelm;vivienda;hogar;c01;c02;c03;c04a;c05a;c05b;c06a;c06b;c07;c08a;c09;c10;c11;c12;c13;c14;c15a;c16a;c17a;c18;c19;c20a;c21a;estrato;fexp;upm;id_vivienda;id_hogar;periodo
1;70150;031001;024;05;1;2;2;2;1;4;1;4;1;1;1;3;3;2;2;3;3;2;2;2;2;3;2;2;2811;65,5160892248728;070150031001;07015003100102405;070150031001024051;202109
1;70150;031001;024;09;1;3;3;2;2;4;2;4;1;1;1;3;3;3;3;3;3;2;2;2;2;2;2;2;2811;65,5160892248728;070150031001;07015003100102409;070150031001024091;202109
1;70150;031001;024;10;1;3;3;1;1;4;1;4;1;1;1;3;3;3;3;3;3;2;2;2;3;3;3;2;2811;65,5160892248728;070150031001;07015003100102410;070150031001024101;202109
1;70150;031904;022;01;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;3;2;2812;109,056219033826;070150031904;07015003190402201;070150031904022011;202109
1;70150;031904;022;02;1;3;1;3;2;3;2;2;2;1;1;3;2;3;2;3;2;2;2;2;3;2;3;1;2812;109,056219033826;070150031904;07015003190402202;070150031904022021;202109
1;70150;031904;022;03;1;2;2;2;2;2;2;2;2;2;2;2;2;3;1;2;2;2;2;2;2;1;1;2;2812;109,056219033826;070150031904;07015003190402203;070150031904022031;202109
1;70150;031904;022;04;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2812;109,056219033826;070150031904;07015003190402204;070150031904022041;202109
1;70150;031904;022;05;1;3;3;2;2;3;2;2;2;2;2;2;2;2;1;2;2;2;2;2;3;2;3;3;2812;109,056219033826;070150031904;07015003190402205;070150031904022051;202109
1;70150;031904;022;06;1;3;2;2;2;4;2;4;2;2;2;3;2;2;2;2;2;2;2;2;3;3;3;3;2812;109,056219033826;070150031904;07015003190402206;070150031904022061;202109
1;70150;031904;022;07;1;2;1;1;2;3;2;2;2;2;2;2;2;3;1;2;2;2;2;2;2;2;2;1;2812;109,056219033826;070150031904;07015003190402207;070150031904022071;202109
1;70150;033901;023;01;1;3;2;3;2;3;2;2;2;1;1;3;3;3;3;3;2;2;2;2;3;2;3;3;2813;161,061442424044;070150033901;07015003390102301;070150033901023011;202109
1;70150;033901;023;02;1;3;2;2;2;2;1;2;2;1;1;3;3;3;3;2;2;2;2;2;3;3;3;3;2813;161,061442424044;070150033901;07015003390102302;070150033901023021;202109
1;70150;033901;023;03;1;3;2;1;2;3;3;2;2;1;1;3;3;3;3;2;3;2;2;2;3;2;3;2;2813;161,061442424044;070150033901;07015003390102303;070150033901023031;202109
1;70150;033901;023;06;1;3;3;1;1;3;2;3;2;1;1;3;2;3;2;3;3;2;2;2;3;3;3;3;2813;161,061442424044;070150033901;07015003390102306;070150033901023061;202109
1;70150;033901;023;07;1;2;1;2;2;2;2;2;2;2;2;2;2;1;3;2;2;2;2;1;2;2;3;2;2813;161,061442424044;070150033901;07015003390102307;070150033901023071;202109
1;70150;033901;023;08;1;3;2;1;2;3;2;2;2;2;2;3;3;3;3;3;2;2;2;2;3;3;3;3;2813;161,061442424044;070150033901;07015003390102308;070150033901023081;202109
1;70150;033901;023;09;1;3;2;3;2;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;2;2;1;2813;161,061442424044;070150033901;07015003390102309;070150033901023091;202109
1;70150;034201;023;01;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;2812;108,982738692096;070150034201;07015003420102301;070150034201023011;202109
1;70150;034201;023;03;1;2;2;1;1;2;2;2;2;2;2;2;3;3;2;2;2;2;2;1;2;2;2;2;2812;108,982738692096;070150034201;07015003420102303;070150034201023031;202109
1;70150;034201;023;04;1;3;2;3;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;2;3;2;2812;108,982738692096;070150034201;07015003420102304;070150034201023041;202109
1;70150;034201;023;05;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;3;2812;108,982738692096;070150034201;07015003420102305;070150034201023051;202109
1;70150;034201;023;06;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2812;108,982738692096;070150034201;07015003420102306;070150034201023061;202109
1;70150;034201;023;07;1;3;3;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;3;3;3;3;2812;108,982738692096;070150034201;07015003420102307;070150034201023071;202109
1;70150;034201;023;08;1;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;2;3;3;2812;108,982738692096;070150034201;07015003420102308;070150034201023081;202109
1;70150;035203;022;01;1;3;2;3;3;3;2;3;3;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2813;206,882878173123;070150035203;07015003520302201;070150035203022011;202109
1;70150;035203;022;02;1;3;2;1;1;4;2;4;2;2;2;2;2;2;2;2;2;2;2;2;3;3;2;2;2813;206,882878173123;070150035203;07015003520302202;070150035203022021;202109
1;70150;035203;022;03;1;2;2;3;2;4;2;4;2;2;2;3;3;3;2;3;2;2;2;2;2;2;2;3;2813;206,882878173123;070150035203;07015003520302203;070150035203022031;202109
1;70150;035203;022;04;1;2;2;1;2;4;2;4;2;2;3;3;3;3;3;2;2;2;2;2;3;3;3;3;2813;206,882878173123;070150035203;07015003520302204;070150035203022041;202109
1;70150;035203;022;05;1;2;2;1;2;4;2;4;2;2;2;3;3;3;3;3;3;2;2;2;3;3;3;3;2813;206,882878173123;070150035203;07015003520302205;070150035203022051;202109
1;70150;035203;022;06;1;2;2;3;2;4;3;4;2;2;2;3;3;3;2;3;3;2;2;2;3;2;3;3;2813;206,882878173123;070150035203;07015003520302206;070150035203022061;202109
1;70150;035203;022;07;1;2;2;1;2;4;3;4;2;3;3;3;3;3;2;2;2;2;2;2;2;2;3;3;2813;206,882878173123;070150035203;07015003520302207;070150035203022071;202109
1;70150;035503;021;01;1;3;2;3;3;4;2;4;2;1;2;2;3;3;3;3;3;2;2;2;3;3;3;3;2813;197,424638071122;070150035503;07015003550302101;070150035503021011;202109
1;70150;035503;021;02;1;3;1;2;2;3;2;3;2;1;2;2;3;3;3;3;3;2;2;2;3;3;3;3;2813;197,424638071122;070150035503;07015003550302102;070150035503021021;202109
1;70150;035503;021;03;1;3;2;3;3;4;2;4;3;2;1;2;2;3;3;3;3;2;2;2;3;3;3;3;2813;197,424638071122;070150035503;07015003550302103;070150035503021031;202109
1;70150;035503;021;04;1;3;2;3;2;3;2;3;3;2;3;3;3;3;3;2;3;2;2;2;3;3;3;3;2813;197,424638071122;070150035503;07015003550302104;070150035503021041;202109
1;70150;035503;021;05;1;3;3;2;3;3;2;3;3;1;2;2;3;3;2;3;2;2;2;2;3;3;3;3;2813;197,424638071122;070150035503;07015003550302105;070150035503021051;202109
1;70150;035503;021;06;1;3;3;2;3;4;3;4;2;1;2;2;3;3;3;3;2;2;2;2;3;3;3;3;2813;197,424638071122;070150035503;07015003550302106;070150035503021061;202109
1;70150;035503;021;07;1;3;2;2;3;4;2;4;2;1;2;2;2;2;3;3;3;2;2;2;2;3;3;3;2813;197,424638071122;070150035503;07015003550302107;070150035503021071;202109
1;70150;039902;021;02;1;1;1;1;1;2;1;1;2;3;3;3;3;3;1;3;3;2;2;1;3;3;3;3;2811;32,3484979332181;070150039902;07015003990202102;070150039902021021;202109
1;70150;039902;021;05;1;2;2;1;1;2;2;1;3;3;3;3;3;1;1;1;1;2;2;2;2;2;3;3;2811;32,3484979332181;070150039902;07015003990202105;070150039902021051;202109
1;70150;039902;021;06;1;3;1;2;2;2;2;1;2;2;2;3;3;1;1;1;1;2;2;2;3;3;3;3;2811;32,3484979332181;070150039902;07015003990202106;070150039902021061;202109
1;70150;039902;021;07;1;1;1;1;2;2;1;1;2;2;3;3;3;2;1;2;1;2;2;2;2;2;3;3;2811;32,3484979332181;070150039902;07015003990202107;070150039902021071;202109
1;70150;039902;021;08;1;2;2;1;1;2;1;2;3;3;3;3;3;1;1;3;3;2;2;2;3;3;2;2;2811;32,3484979332181;070150039902;07015003990202108;070150039902021081;202109
1;70150;039902;021;09;1;2;2;1;1;2;2;2;3;3;3;3;3;3;3;3;3;2;2;2;3;3;2;2;2811;32,3484979332181;070150039902;07015003990202109;070150039902021091;202109
1;70150;039902;021;10;1;2;2;2;2;2;2;2;3;3;3;3;3;3;3;3;3;2;2;2;2;2;2;3;2811;32,3484979332181;070150039902;07015003990202110;070150039902021101;202109
1;70150;040502;021;01;1;3;2;3;2;4;2;4;2;1;2;3;2;3;3;2;3;2;2;2;3;3;3;3;2812;51,4368364637403;070150040502;07015004050202101;070150040502021011;202109
1;70150;040502;021;03;1;2;3;2;3;4;3;4;2;1;3;2;3;3;3;3;3;2;2;2;2;3;3;3;2812;51,4368364637403;070150040502;07015004050202103;070150040502021031;202109
1;70150;040502;021;04;1;2;2;3;3;4;2;4;2;1;2;2;3;3;3;2;2;2;2;2;3;3;3;3;2812;51,4368364637403;070150040502;07015004050202104;070150040502021041;202109
1;70150;040502;021;05;1;3;2;3;2;3;2;3;2;3;3;2;2;2;3;3;3;2;2;2;2;3;3;3;2812;51,4368364637403;070150040502;07015004050202105;070150040502021051;202109
1;70150;040502;021;07;1;3;2;3;2;3;2;3;2;1;2;2;3;2;3;2;3;2;2;2;3;3;3;3;2812;51,4368364637403;070150040502;07015004050202107;070150040502021071;202109
1;70150;040502;021;09;1;3;2;2;3;3;2;3;3;1;2;3;3;3;3;2;3;2;2;2;2;2;3;3;2812;51,4368364637403;070150040502;07015004050202109;070150040502021091;202109
1;70150;040502;021;10;1;3;2;3;2;3;2;3;2;3;2;3;3;3;2;3;3;2;2;2;3;3;3;3;2812;51,4368364637403;070150040502;07015004050202110;070150040502021101;202109
1;70150;041001;021;01;1;3;3;1;1;2;1;2;1;1;1;2;2;2;2;2;2;2;2;2;2;3;3;3;2812;60,2381160198647;070150041001;07015004100102101;070150041001021011;202109
1;70150;041001;021;02;1;2;2;1;1;4;3;4;3;1;1;3;3;3;3;3;2;2;2;2;2;2;2;2;2812;60,2381160198647;070150041001;07015004100102102;070150041001021021;202109
1;70150;041001;021;03;1;1;1;2;2;2;2;2;2;1;1;3;3;3;3;3;3;2;2;2;2;2;3;2;2812;60,2381160198647;070150041001;07015004100102103;070150041001021031;202109
1;70150;041001;021;04;1;3;3;1;1;4;3;4;3;1;1;3;3;3;3;3;3;2;2;2;3;3;3;3;2812;60,2381160198647;070150041001;07015004100102104;070150041001021041;202109
1;70150;041001;021;05;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;2812;60,2381160198647;070150041001;07015004100102105;070150041001021051;202109
1;70150;041001;021;06;1;3;3;1;1;2;2;2;2;1;1;3;3;3;3;3;3;2;2;2;1;2;2;2;2812;60,2381160198647;070150041001;07015004100102106;070150041001021061;202109
1;70150;041001;021;07;1;3;3;1;1;1;1;1;1;1;1;2;2;2;2;2;3;2;2;2;3;3;3;3;2812;60,2381160198647;070150041001;07015004100102107;070150041001021071;202109
1;70150;041301;022;01;1;2;3;3;2;3;2;3;2;3;3;2;2;3;3;3;3;2;2;2;3;3;3;3;2813;129,148066982301;070150041301;07015004130102201;070150041301022011;202109
1;70150;041301;022;02;1;2;3;3;3;4;3;4;3;3;2;2;3;2;3;2;3;2;2;2;3;2;3;3;2813;129,148066982301;070150041301;07015004130102202;070150041301022021;202109
1;70150;041301;022;03;1;3;2;3;3;3;2;3;3;2;2;1;2;2;3;3;2;2;2;2;3;3;3;3;2813;129,148066982301;070150041301;07015004130102203;070150041301022031;202109
1;70150;041301;022;04;1;3;2;3;3;4;2;4;2;2;2;2;2;3;3;3;2;2;2;2;2;3;3;3;2813;129,148066982301;070150041301;07015004130102204;070150041301022041;202109
1;70150;041301;022;05;1;2;3;2;3;3;3;3;2;1;2;3;2;3;3;3;2;2;2;2;3;3;3;3;2813;129,148066982301;070150041301;07015004130102205;070150041301022051;202109
1;70150;041301;022;06;1;3;2;3;2;4;2;4;2;1;2;2;3;3;3;3;3;2;2;2;3;3;3;3;2813;129,148066982301;070150041301;07015004130102206;070150041301022061;202109
1;70150;041301;022;07;1;3;2;3;2;3;2;3;2;2;1;2;3;3;3;3;3;2;2;2;3;3;3;3;2813;129,148066982301;070150041301;07015004130102207;070150041301022071;202109
1;70150;041303;023;01;1;3;2;3;3;4;2;4;2;1;2;2;3;3;3;3;2;2;2;2;3;3;3;3;2813;310,16372435727;070150041303;07015004130302301;070150041303023011;202109
1;70150;041303;023;02;1;3;2;3;2;4;2;4;2;3;2;3;3;3;3;3;3;2;2;2;2;3;3;3;2813;310,16372435727;070150041303;07015004130302302;070150041303023021;202109
1;70150;041303;023;03;1;2;3;3;2;4;2;4;2;2;1;2;3;3;3;3;3;2;2;2;2;3;3;3;2813;310,16372435727;070150041303;07015004130302303;070150041303023031;202109
1;70150;041303;023;04;1;2;3;2;3;3;3;3;2;3;2;3;3;3;3;3;3;2;2;2;3;3;3;3;2813;310,16372435727;070150041303;07015004130302304;070150041303023041;202109
1;70150;041303;023;05;1;3;2;3;2;4;2;4;2;1;2;2;3;3;2;3;2;2;2;2;2;3;3;3;2813;310,16372435727;070150041303;07015004130302305;070150041303023051;202109
1;70150;041303;023;06;1;2;3;2;3;4;3;3;3;3;1;2;2;2;3;3;3;2;2;2;2;3;3;3;2813;310,16372435727;070150041303;07015004130302306;070150041303023061;202109
1;70150;041303;023;07;1;2;3;3;3;4;3;4;2;2;3;3;2;3;3;3;2;2;2;2;2;3;2;3;2813;310,16372435727;070150041303;07015004130302307;070150041303023071;202109
1;70150;041304;022;01;1;3;2;3;2;3;3;3;3;2;3;3;3;3;3;3;3;2;2;2;3;3;3;3;2813;85,4744460594681;070150041304;07015004130402201;070150041304022011;202109
1;70150;041304;022;02;1;3;2;3;3;3;2;3;3;2;2;3;3;3;3;3;3;2;2;2;2;3;3;3;2813;85,4744460594681;070150041304;07015004130402202;070150041304022021;202109
1;70150;041304;022;03;1;3;3;1;1;3;2;3;3;1;1;3;3;3;3;3;3;2;2;2;3;3;3;3;2813;85,4744460594681;070150041304;07015004130402203;070150041304022031;202109
1;70150;041304;022;04;1;2;2;2;2;2;2;2;2;1;2;3;3;3;3;3;3;2;2;2;2;2;2;2;2813;85,4744460594681;070150041304;07015004130402204;070150041304022041;202109
1;70150;041304;022;05;1;3;3;1;1;3;2;3;1;1;1;3;2;3;3;3;3;2;2;2;3;3;3;3;2813;85,4744460594681;070150041304;07015004130402205;070150041304022051;202109
1;70150;041304;022;06;1;3;2;1;1;3;2;3;2;1;1;3;3;2;2;3;3;2;2;2;2;2;3;3;2813;85,4744460594681;070150041304;07015004130402206;070150041304022061;202109
1;70150;041304;022;07;1;2;2;2;2;2;2;2;2;1;1;3;3;3;3;3;3;2;2;2;2;2;2;2;2813;85,4744460594681;070150041304;07015004130402207;070150041304022071;202109
1;70150;041905;022;01;1;2;2;1;2;4;3;4;3;3;3;2;2;2;2;2;2;2;2;2;2;1;2;1;2812;199,590315642496;070150041905;07015004190502201;070150041905022011;202109
1;70150;041905;022;02;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2812;199,590315642496;070150041905;07015004190502202;070150041905022021;202109
1;70150;041905;022;03;1;3;1;1;1;2;1;2;1;2;2;3;2;2;2;2;2;2;2;2;3;3;3;3;2812;199,590315642496;070150041905;07015004190502203;070150041905022031;202109
1;70150;041905;022;04;1;3;2;1;2;4;2;4;2;1;1;3;2;3;1;2;2;2;2;2;3;3;3;3;2812;199,590315642496;070150041905;07015004190502204;070150041905022041;202109
1;70150;041905;022;05;1;3;3;2;1;2;2;2;2;2;2;2;2;3;1;2;2;2;2;2;3;2;3;2;2812;199,590315642496;070150041905;07015004190502205;070150041905022051;202109
1;70150;041905;022;05;2;1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2812;199,590315642496;070150041905;07015004190502205;070150041905022052;202109
1;70150;041905;022;06;1;2;2;1;2;2;2;2;2;1;2;3;2;3;2;2;2;2;2;2;3;3;3;3;2812;199,590315642496;070150041905;07015004190502206;070150041905022061;202109
1;70150;041905;022;07;1;2;2;1;1;4;3;4;3;3;3;2;2;2;2;2;2;2;2;2;2;1;1;1;2812;199,590315642496;070150041905;07015004190502207;070150041905022071;202109
1;70150;042501;023;01;1;3;3;1;1;3;3;3;3;1;1;2;2;2;2;3;3;2;2;2;3;3;3;3;2812;92,310964079818;070150042501;07015004250102301;070150042501023011;202109
1;70150;042501;023;02;1;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;3;2812;92,310964079818;070150042501;07015004250102302;070150042501023021;202109
1;70150;042501;023;03;1;2;2;1;1;3;1;3;1;1;1;3;3;3;3;3;3;2;2;2;3;3;3;3;2812;92,310964079818;070150042501;07015004250102303;070150042501023031;202109
1;70150;042501;023;04;1;1;1;1;1;4;3;4;3;1;1;3;3;3;3;3;3;2;2;2;1;2;2;2;2812;92,310964079818;070150042501;07015004250102304;070150042501023041;202109
1;70150;042501;023;05;1;3;3;1;1;3;3;3;3;1;1;3;3;3;3;3;3;2;2;2;3;3;3;3;2812;92,310964079818;070150042501;07015004250102305;070150042501023051;202109
1;70150;042501;023;08;1;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;2812;92,310964079818;070150042501;07015004250102308;070150042501023081;202109
1;70150;042501;023;09;1;3;3;1;1;3;3;3;2;2;2;1;2;2;2;2;2;2;2;2;2;2;3;3;2812;92,310964079818;070150042501;07015004250102309;070150042501023091;202109
1;70150;043101;024;01;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2812;139,695210591013;070150043101;07015004310102401;070150043101024011;202109
1;70150;043101;024;02;1;3;3;2;1;4;1;4;1;1;1;3;3;3;3;3;3;2;2;2;2;3;2;3;2812;139,695210591013;070150043101;07015004310102402;070150043101024021;202109
1;70150;043101;024;03;1;3;2;1;1;4;1;4;1;1;1;3;3;3;3;3;3;2;2;2;3;3;3;3;2812;139,695210591013;070150043101;07015004310102403;070150043101024031;202109
1;70150;043101;024;04;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;3;2812;139,695210591013;070150043101;07015004310102404;070150043101024041;202109
1;70150;043101;024;05;1;2;2;2;2;2;2;2;2;2;2;3;3;3;3;3;3;2;2;2;2;2;3;2;2812;139,695210591013;070150043101;07015004310102405;070150043101024051;202109
1;70150;043101;024;06;1;1;2;2;2;4;1;4;1;1;2;3;3;3;3;3;3;2;2;2;3;3;3;3;2812;139,695210591013;070150043101;07015004310102406;070150043101024061;202109
1;70150;043101;024;07;1;2;2;1;1;3;1;3;3;1;1;3;3;3;1;3;3;2;2;2;2;2;3;3;2812;139,695210591013;070150043101;07015004310102407;070150043101024071;202109
1;70150;044502;023;02;1;2;2;1;2;2;2;2;2;1;2;3;2;1;2;3;2;2;2;2;3;3;3;2;2812;128,05964297673;070150044502;07015004450202302;070150044502023021;202109
1;70150;044502;023;03;1;3;2;1;2;3;2;2;2;1;2;3;2;1;2;3;2;2;2;2;3;2;3;2;2812;128,05964297673;070150044502;07015004450202303;070150044502023031;202109
1;70150;044502;023;04;1;2;2;1;2;2;2;2;2;1;2;1;2;1;3;3;2;2;2;2;3;2;3;2;2812;128,05964297673;070150044502;07015004450202304;070150044502023041;202109
1;70150;044502;023;05;1;2;2;1;2;2;2;2;2;2;2;3;2;3;2;3;2;2;2;2;1;2;3;2;2812;128,05964297673;070150044502;07015004450202305;070150044502023051;202109
1;70150;044502;023;06;1;2;2;1;2;3;1;2;2;3;2;1;2;1;2;3;2;2;2;2;3;2;3;2;2812;128,05964297673;070150044502;07015004450202306;070150044502023061;202109
1;70150;044502;023;07;1;3;2;1;2;3;2;2;2;1;2;3;2;3;2;3;2;2;2;2;3;2;3;2;2812;128,05964297673;070150044502;07015004450202307;070150044502023071;202109
1;70150;044502;023;09;1;2;2;1;2;2;2;2;2;1;2;3;2;3;2;3;2;2;2;2;2;2;3;2;2812;128,05964297673;070150044502;07015004450202309;070150044502023091;202109
1;70150;044902;023;01;1;2;1;3;2;2;2;2;2;2;2;2;1;3;1;2;2;2;1;1;2;2;3;1;2811;61,9074583545553;070150044902;07015004490202301;070150044902023011;202109
1;70150;044902;023;02;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2811;61,9074583545553;070150044902;07015004490202302;070150044902023021;202109
1;70150;044902;023;03;1;2;1;2;2;2;2;2;2;2;2;3;1;3;2;2;2;2;2;2;2;1;2;2;2811;61,9074583545553;070150044902;07015004490202303;070150044902023031;202109
1;70150;044902;023;04;1;2;1;2;2;2;2;2;2;2;2;2;1;1;1;2;2;2;2;2;2;2;2;2;2811;61,9074583545553;070150044902;07015004490202304;070150044902023041;202109
1;70150;044902;023;05;1;2;1;3;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;2;1;2811;61,9074583545553;070150044902;07015004490202305;070150044902023051;202109
1;70150;044902;023;06;1;2;1;3;1;3;3;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2811;61,9074583545553;070150044902;07015004490202306;070150044902023061;202109
1;70150;044902;023;07;1;2;1;1;1;2;2;2;2;2;2;2;1;3;1;2;2;2;2;1;2;2;2;2;2811;61,9074583545553;070150044902;07015004490202307;070150044902023071;202109
1;70150;045202;021;01;1;3;3;2;3;4;2;4;2;2;1;2;3;3;3;3;2;2;2;2;2;3;3;3;2813;143,205221962064;070150045202;07015004520202101;070150045202021011;202109
1;70150;045202;021;02;1;3;2;3;3;4;2;4;1;1;2;3;3;3;3;3;3;2;2;2;3;3;3;3;2813;143,205221962064;070150045202;07015004520202102;070150045202021021;202109
1;70150;045202;021;03;1;1;2;2;2;3;2;3;2;1;2;3;3;2;3;2;3;2;2;2;2;3;3;3;2813;143,205221962064;070150045202;07015004520202103;070150045202021031;202109
1;70150;045202;021;04;1;3;2;3;2;4;3;3;2;1;3;2;3;3;3;3;2;2;2;2;2;3;3;3;2813;143,205221962064;070150045202;07015004520202104;070150045202021041;202109
1;70150;045202;021;05;1;3;2;3;2;3;2;3;2;2;1;2;3;3;3;3;3;2;2;2;2;3;3;3;2813;143,205221962064;070150045202;07015004520202105;070150045202021051;202109
1;70150;045202;021;06;1;3;2;2;2;3;2;3;1;2;2;2;2;3;3;3;3;2;2;2;3;3;3;3;2813;143,205221962064;070150045202;07015004520202106;070150045202021061;202109
1;70150;045202;021;07;1;3;3;1;2;3;2;3;2;1;2;2;3;3;3;3;3;2;2;2;3;3;3;3;2813;143,205221962064;070150045202;07015004520202107;070150045202021071;202109
1;70150;045901;024;01;1;1;2;2;2;2;1;2;2;1;2;3;3;3;3;3;3;2;2;2;3;2;2;2;2812;115,994418931773;070150045901;07015004590102401;070150045901024011;202109
1;70150;045901;024;02;1;1;2;3;2;2;2;2;2;1;2;3;3;3;2;2;2;2;2;2;3;2;3;3;2812;115,994418931773;070150045901;07015004590102402;070150045901024021;202109
1;70150;045901;024;03;1;2;2;3;2;2;2;2;2;1;1;3;3;3;2;2;2;2;2;2;2;2;2;2;2812;115,994418931773;070150045901;07015004590102403;070150045901024031;202109
1;70150;045901;024;04;1;3;2;2;2;2;2;2;2;1;1;3;3;3;3;3;3;2;2;2;3;3;3;3;2812;115,994418931773;070150045901;07015004590102404;070150045901024041;202109
1;70150;045901;024;05;1;3;2;1;2;2;2;2;2;1;2;3;3;2;2;2;2;2;2;2;1;2;1;2;2812;115,994418931773;070150045901;07015004590102405;070150045901024051;202109
1;70150;045901;024;06;1;3;2;1;2;2;1;2;1;1;1;3;3;3;3;3;3;2;2;2;2;2;2;2;2812;115,994418931773;070150045901;07015004590102406;070150045901024061;202109
1;70150;045901;024;07;1;2;2;1;2;2;2;2;2;1;1;3;3;3;2;2;2;2;2;1;2;2;2;2;2812;115,994418931773;070150045901;07015004590102407;070150045901024071;202109
1;70150;046201;022;01;1;3;2;2;2;2;2;2;2;2;2;3;2;1;2;2;2;2;2;2;3;3;3;2;2812;148,655243249067;070150046201;07015004620102201;070150046201022011;202109
1;70150;046201;022;02;1;2;2;2;2;3;2;2;1;1;1;3;3;2;2;2;2;2;2;1;3;3;3;3;2812;148,655243249067;070150046201;07015004620102202;070150046201022021;202109
1;70150;046201;022;03;1;2;2;2;2;3;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;1;2812;148,655243249067;070150046201;07015004620102203;070150046201022031;202109
1;70150;046201;022;04;1;3;2;2;2;4;2;4;2;1;2;3;2;3;2;3;2;2;2;2;3;3;3;3;2812;148,655243249067;070150046201;07015004620102204;070150046201022041;202109
1;70150;046201;022;05;1;2;2;2;1;2;2;2;2;1;2;3;1;3;2;3;3;2;2;2;3;2;3;3;2812;148,655243249067;070150046201;07015004620102205;070150046201022051;202109
1;70150;046201;022;07;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;3;2;2;2;2;3;2;3;3;2812;148,655243249067;070150046201;07015004620102207;070150046201022071;202109
1;70150;046201;022;08;1;2;2;2;1;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;3;2;3;2;2812;148,655243249067;070150046201;07015004620102208;070150046201022081;202109
1;70150;047002;021;02;1;2;2;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;1;2;2;1;1;2812;62,9205601034384;070150047002;07015004700202102;070150047002021021;202109
1;70150;047002;021;04;1;3;3;1;2;4;2;4;2;2;2;2;2;2;2;2;2;2;2;2;3;2;3;2;2812;62,9205601034384;070150047002;07015004700202104;070150047002021041;202109
1;70150;047002;021;05;1;3;2;3;3;4;3;4;3;1;1;2;2;2;2;2;2;2;2;2;3;1;2;2;2812;62,9205601034384;070150047002;07015004700202105;070150047002021051;202109
1;70150;047002;021;06;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;2812;62,9205601034384;070150047002;07015004700202106;070150047002021061;202109
1;70150;047002;021;07;1;2;2;1;1;1;1;1;1;1;1;2;2;2;1;2;2;2;1;1;2;1;2;1;2812;62,9205601034384;070150047002;07015004700202107;070150047002021071;202109
1;70150;047002;021;10;1;2;2;1;2;4;2;4;2;3;2;2;2;2;2;2;2;2;2;2;3;2;3;3;2812;62,9205601034384;070150047002;07015004700202110;070150047002021101;202109
1;70150;048401;021;01;1;2;3;2;3;3;2;3;2;1;2;2;3;2;3;3;2;2;2;2;2;3;3;3;2812;129,159191269098;070150048401;07015004840102101;070150048401021011;202109
1;70150;048401;021;02;1;2;2;2;2;3;2;3;3;3;2;2;2;3;3;3;3;2;2;2;3;3;3;3;2812;129,159191269098;070150048401;07015004840102102;070150048401021021;202109
1;70150;048401;021;03;1;3;3;1;2;2;2;2;3;3;3;3;3;2;3;3;3;2;2;2;3;3;3;3;2812;129,159191269098;070150048401;07015004840102103;070150048401021031;202109
1;70150;048401;021;04;1;3;3;2;2;1;2;2;3;3;3;2;2;2;1;3;3;2;2;2;3;3;3;3;2812;129,159191269098;070150048401;07015004840102104;070150048401021041;202109
1;70150;048401;021;05;1;3;2;1;2;3;2;2;2;1;2;1;2;2;2;3;2;2;2;2;3;2;3;2;2812;129,159191269098;070150048401;07015004840102105;070150048401021051;202109
1;70150;048401;021;06;1;2;2;1;2;3;1;2;2;2;2;3;2;3;2;3;2;2;2;2;3;2;3;2;2812;129,159191269098;070150048401;07015004840102106;070150048401021061;202109
1;70150;048401;021;07;1;2;2;1;1;2;1;2;3;3;3;2;2;1;1;3;3;2;2;2;2;2;3;3;2812;129,159191269098;070150048401;07015004840102107;070150048401021071;202109
